Plan de estudios,Nivel de Estudios,Tipo Especial,Año Academico,Número de Matrículas,Nº Matriculados,Nº Aprobados,Rendimiento,Aprobados en 1ª Mat,Matriculados por 1ª vez,Rendimiento en 1ª Mat,Aprobados en 2ª Mat,Matriculados por 2ª vez,Rendimiento en 2ª Mat,Aprobados en 3ª Mat,Matriculados por 3ª vez o más,Rendimiento en 3ª Mat,Eficiencia en matrícula,Codigo+Centro,Asignatura,Tipo Asignatura,Curso,Tipo Convalidación
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,2,6,5,"83,3333333333333",,,,5,6,"83,3333333333333",,,,"41,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000259                      - CALIDAD DEL SOFTWARE,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,2,26,22,"84,6153846153846",,,,22,26,"84,6153846153846",,,,"42,3076923076923",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000260                      - VERIFICACION Y VALIDACION,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,12,6,50,,,,,,,6,12,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000225                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,19,10,"52,6315789473684",,,,,,,10,19,"52,6315789473684","17,5438596491228",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000226                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000227                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,1,1,100,,,,,,,1,1,100,"33,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000228                      - LOGICA Y MATEMATICA DISCRETA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,16,12,75,,,,,,,12,16,75,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000229                      - ALGEBRA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,16,12,75,,,,,,,12,16,75,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000230                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,6,1,"16,6666666666667",,,,,,,1,6,"16,6666666666667","5,55555555555556",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000231                      - ESTRUCTURAS DE DATOS,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,12,5,"41,6666666666667",,,,,,,5,12,"41,6666666666667","13,8888888888889",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000232                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,7,2,"28,5714285714286",,,,,,,2,7,"28,5714285714286","9,52380952380952",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000233                      - TALLER DE SISTEMAS OPERATIVOS,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,11,6,"54,5454545454545",,,,,,,6,11,"54,5454545454545","18,1818181818182",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000234                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000236                      - FUNDAMENTOS DE SEGURIDAD,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,9,7,"77,7777777777778",,,,,,,7,9,"77,7777777777778","25,9259259259259",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000237                      - BASES DE DATOS,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000238                      - FUNDAMENTOS DE ECONOMIA Y EMPRESA,TRONCAL,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,18,11,"61,1111111111111",,,,,,,11,18,"61,1111111111111","20,3703703703704",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000239                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,8,4,50,,,,,,,4,8,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000240                      - FUNDAMENTOS DE INGENIERIA DEL SOFTWARE,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,8,3,"37,5",,,,,,,3,8,"37,5","12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000241                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,13,9,"69,2307692307692",,,,,,,9,13,"69,2307692307692","23,0769230769231",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000242                      - PROGRAMACION CONCURRENTE Y AVANZADA,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,8,2,25,,,,,,,2,8,25,"8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000243                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,6,5,"83,3333333333333",,,,,,,5,6,"83,3333333333333","27,7777777777778",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000245                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,6,4,"66,6666666666667",,,,,,,4,6,"66,6666666666667","22,2222222222222",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000246                      - INTELIGENCIA ARTIFICIAL,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000247                      - ASPECTOS LEGALES Y PROFESIONALES,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,35,23,"65,7142857142857",,,,,,,23,35,"65,7142857142857","21,9047619047619",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000248                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,17,12,"70,5882352941176",,,,,,,12,17,"70,5882352941176","23,5294117647059",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000249                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,8,5,"62,5",,,,,,,5,8,"62,5","20,8333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000250                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,4,3,75,,,,,,,3,4,75,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000251                      - INGENIERIA DEL PROCESO SOFTWARE Y CONSTRUCCION,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,7,4,"57,1428571428571",,,,,,,4,7,"57,1428571428571","19,047619047619",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000252                      - INGENIERIA DE REQUISITOS Y MODELADO,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,2,2,100,,,,,,,2,2,100,"33,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000255                      - EVOLUCION Y MANTENIMIENTO DEL SOFTWARE,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,15,9,60,,,,,,,9,15,60,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000256                      - BASES DE DATOS AVANZADAS,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000257                      - ENGLISH FOR PROFESSIONAL AND ACADEMIC COMMUNICATION,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,3,2,"66,6666666666667",,,,,,,2,3,"66,6666666666667","22,2222222222222",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000258                      - GESTION DE PROYECTOS Y DEL RIESGO,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,2,1,50,,,,,,,1,2,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000259                      - CALIDAD DEL SOFTWARE,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,3,2,1,50,,,,,,,1,2,50,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000260                      - VERIFICACION Y VALIDACION,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,7,1,"14,2857142857143",,,,,,,1,7,"14,2857142857143","3,57142857142857",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000225                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,5,4,80,,,,,,,4,5,80,20,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000226                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000227                      - FUNDAMENTOS DE PROGRAMACION,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000228                      - LOGICA Y MATEMATICA DISCRETA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,7,3,"42,8571428571429",,,,,,,3,7,"42,8571428571429","10,7142857142857",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000229                      - ALGEBRA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,9,6,"66,6666666666667",,,,,,,6,9,"66,6666666666667","16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000230                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,5,1,20,,,,,,,1,5,20,5,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000231                      - ESTRUCTURAS DE DATOS,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000232                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,4,1,25,,,,,,,1,4,25,"6,25",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000233                      - TALLER DE SISTEMAS OPERATIVOS,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,6,4,"66,6666666666667",,,,,,,4,6,"66,6666666666667","16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000234                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,7,4,"57,1428571428571",,,,,,,4,7,"57,1428571428571","14,2857142857143",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000237                      - BASES DE DATOS,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,20,6,30,,,,,,,6,20,30,"7,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000239                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,3,2,"66,6666666666667",,,,,,,2,3,"66,6666666666667","16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000240                      - FUNDAMENTOS DE INGENIERIA DEL SOFTWARE,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,8,3,"37,5",,,,,,,3,8,"37,5","9,375",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000241                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,8,4,50,,,,,,,4,8,50,"12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000242                      - PROGRAMACION CONCURRENTE Y AVANZADA,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,4,0,0,,,,,,,0,4,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000243                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,1,100,,,,,,,1,1,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000244                      - SEGURIDAD DE LA INFORMACION,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,7,5,"71,4285714285714",,,,,,,5,7,"71,4285714285714","17,8571428571429",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000245                      - ALGORITMICA Y COMPLEJIDAD,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000246                      - INTELIGENCIA ARTIFICIAL,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,16,8,50,,,,,,,8,16,50,"12,5",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000248                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000249                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000250                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000251                      - INGENIERIA DEL PROCESO SOFTWARE Y CONSTRUCCION,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000252                      - INGENIERIA DE REQUISITOS Y MODELADO,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,1,100,,,,,,,1,1,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000253                      - ARQUITECTURA Y DISEÑO SOFTWARE,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000255                      - EVOLUCION Y MANTENIMIENTO DEL SOFTWARE,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,2,2,100,,,,,,,2,2,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000256                      - BASES DE DATOS AVANZADAS,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000257                      - ENGLISH FOR PROFESSIONAL AND ACADEMIC COMMUNICATION,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,4,1,1,100,,,,,,,1,1,100,25,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000258                      - GESTION DE PROYECTOS Y DEL RIESGO,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,6,1,"16,6666666666667",,,,,,,1,6,"16,6666666666667","3,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000225                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,5,1,20,,,,,,,1,5,20,4,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000226                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000228                      - LOGICA Y MATEMATICA DISCRETA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,3,1,"33,3333333333333",,,,,,,1,3,"33,3333333333333","6,66666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000229                      - ALGEBRA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000230                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,3,0,0,,,,,,,0,3,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000233                      - TALLER DE SISTEMAS OPERATIVOS,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000234                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,5,0,0,,,,,,,0,5,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000239                      - PROBABILIDAD Y ESTADISTICA,TRONCAL,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000241                      - ARQUITECTURA DE COMPUTADORES,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,2,1,50,,,,,,,1,2,50,10,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000242                      - PROGRAMACION CONCURRENTE Y AVANZADA,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000243                      - PROGRAMACION ORIENTADA A OBJETOS,OBLIGATORIA,2,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,5,0,0,,,,,,,0,5,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000248                      - TRADUCTORES DE LENGUAJES DE PROGRAMACION,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,3,2,"66,6666666666667",,,,,,,2,3,"66,6666666666667","13,3333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000249                      - REDES DE COMPUTADORES,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000250                      - SISTEMAS OPERATIVOS,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000252                      - INGENIERIA DE REQUISITOS Y MODELADO,OBLIGATORIA,3,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,2,0,0,,,,,,,0,2,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000258                      - GESTION DE PROYECTOS Y DEL RIESGO,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,5,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000260                      - VERIFICACION Y VALIDACION,OBLIGATORIA,4,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,7,0,0,,,,,,,0,7,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000225                      - ANALISIS MATEMATICO,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,4,1,25,,,,,,,1,4,25,"4,16666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000226                      - FUNDAMENTOS DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,5,1,20,,,,,,,1,5,20,"3,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000229                      - ALGEBRA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,2,1,50,,,,,,,1,2,50,"8,33333333333333",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000230                      - ESTRUCTURA DE COMPUTADORES,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,1,1,100,,,,,,,1,1,100,"16,6666666666667",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000232                      - FUNDAMENTOS FISICOS DE LA INFORMATICA,TRONCAL,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,3,1,"33,3333333333333",,,,,,,1,3,"33,3333333333333","5,55555555555556",61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000234                      - TALLER DE PROGRAMACION,OBLIGATORIA,1,ACTAS
61IW - GRADO EN INGENIERIA DEL SOFTWARE,GRADO,PLAN_ORDINARIO,2023-24,6,1,0,0,,,,,,,0,1,0,0,61 - E.T.S DE ING. DE SISTEMAS INFORMÁTICOS,615000237                      - BASES DE DATOS,OBLIGATORIA,2,ACTAS
